date,Close,High,Low,Open,Volume,aVWAP_peak_46,aVWAP_valley_24
2025-07-09 00:00:00+00:00,20.17,20.26,19.05,19.92,6587804,,20.37510823527659
2025-07-10 00:00:00+00:00,20.41,20.6,19.35,20.16,3929791,,20.362852300618787
2025-07-11 00:00:00+00:00,20.63,21.84,20.36,20.545,6119917,,20.403258844053603
2025-07-14 00:00:00+00:00,21.45,21.95,20.855,20.95,4279414,,20.450373887917905
2025-07-15 00:00:00+00:00,20.86,21.57,20.4,21.0,4208976,,20.471895664247306
2025-07-16 00:00:00+00:00,24.36,24.75,21.15,21.16,14157924,,20.849401976473526
2025-07-17 00:00:00+00:00,26.04,26.17,23.67,24.285,11744485,,21.2761197138701
2025-07-18 00:00:00+00:00,27.13,28.2,25.32,27.71,20131419,,22.068596137823786
2025-07-21 00:00:00+00:00,27.45,31.75,27.27,29.13,22095269,,22.97567698434994
2025-07-22 00:00:00+00:00,29.11,29.22,26.68,28.2,11783428,,23.333951313967656
2025-07-23 00:00:00+00:00,31.03,31.19,28.41,29.61,13614186,,23.826816431400285
2025-07-24 00:00:00+00:00,31.89,33.17,30.08,30.315,12570255,31.713333333333335,24.316364494105244
2025-07-25 00:00:00+00:00,30.59,31.42,29.1501,31.41,9383698,31.14629528980954,24.585196274160282
2025-07-28 00:00:00+00:00,29.6,31.52,29.48,31.31,7354548,30.908836058063837,24.77354642359996
2025-07-29 00:00:00+00:00,26.76,29.48,25.932,29.17,13128851,29.820419378992668,24.92141229717853
2025-07-30 00:00:00+00:00,28.9,29.5,27.18,27.18,10722150,29.559472415184274,25.080429670761504
2025-07-31 00:00:00+00:00,28.415,30.42,28.31,28.895,8284698,29.490554064402062,25.211200332163614
2025-08-01 00:00:00+00:00,26.88,27.8894,26.0,26.065,9517028,29.146222157048914,25.273648845220908
2025-08-04 00:00:00+00:00,28.89,29.75,27.0,27.645,8075282,29.08496464884815,25.371914448269308
2025-08-05 00:00:00+00:00,27.68,29.035,25.55,28.38,12355793,28.860094885306328,25.461939165772126
2025-08-06 00:00:00+00:00,27.34,28.0,26.02,27.08,9224186,28.700568757539,25.51457809123885
2025-08-07 00:00:00+00:00,28.09,30.35,27.4524,28.5,10836203,28.693785355485772,25.626620270299593
2025-08-08 00:00:00+00:00,27.78,28.38,26.46,28.01,10557808,28.593946044472126,25.69137890761785
2025-08-11 00:00:00+00:00,28.48,30.84,28.3501,28.6,11427656,28.647849684670405,25.816195932967165
2025-08-12 00:00:00+00:00,27.9,29.4392,27.36,28.77,7346301,28.626205811725367,25.86988227430133
2025-08-13 00:00:00+00:00,28.34,30.19,27.81,28.0,9040945,28.635486246010537,25.947320073025846
2025-08-14 00:00:00+00:00,28.57,29.92,27.25,27.705,8800446,28.63240790967434,26.01379004286683
2025-08-15 00:00:00+00:00,26.09,28.9999,25.8,28.84,10624368,28.527632760293784,26.04187575735369
2025-08-18 00:00:00+00:00,26.79,26.85,25.51,25.705,5891094,28.45550660405817,26.047385741296093
2025-08-19 00:00:00+00:00,24.095,26.74,23.65,26.61,11863474,28.225400855583096,26.00901823952574
2025-08-20 00:00:00+00:00,24.51,24.51,22.95,23.825,7582404,28.06036162191589,25.96920504982641
2025-08-21 00:00:00+00:00,23.89,24.48,23.62,23.79,8483694,27.89059260249696,25.926624369411062
2025-08-22 00:00:00+00:00,25.57,25.7,23.34,23.65,7897255,27.777521546496537,25.905810228262375
2025-08-25 00:00:00+00:00,24.55,25.1341,24.0201,24.55,5244364,27.699674291811647,25.888536620164842
2025-08-26 00:00:00+00:00,24.72,24.88,23.91,24.4,8794104,27.574749271018067,25.859179107668062
2025-08-27 00:00:00+00:00,24.41,25.29,24.36,24.69,4847368,27.51384277888756,25.845639891014297
2025-08-28 00:00:00+00:00,24.51,25.34,24.49,24.61,4452937,27.461886864901537,25.83445467045306
2025-08-29 00:00:00+00:00,23.49,24.41,23.01,24.41,8869542,27.322366977476364,25.78944680620674
2025-09-02 00:00:00+00:00,24.16,24.19,22.42,22.7,6168550,27.230031891012864,25.758561196191327
2025-09-03 00:00:00+00:00,24.39,25.55,24.34,24.5,7469161,27.158193696212408,25.741866296851544
2025-09-04 00:00:00+00:00,22.91,24.4,22.81,24.37,5269691,27.082091928453295,25.714253584589915
2025-09-05 00:00:00+00:00,23.49,23.78,22.17,23.42,6204440,26.99108121178282,25.679487834804643
2025-09-08 00:00:00+00:00,24.22,24.57,23.5,23.74,6768142,26.919860160084866,25.656449167021158
2025-09-09 00:00:00+00:00,26.58,26.6,24.56,25.605,10831692,26.88172500332484,25.662296920729663
2025-09-10 00:00:00+00:00,26.08,27.98,25.87,26.815,10803116,26.873044690317855,25.684076004226597
2025-09-11 00:00:00+00:00,28.87,29.73,26.18,26.37,14297818,26.936810388263748,25.757600465077356
2025-09-12 00:00:00+00:00,29.7,30.3,28.82,28.91,9455674,27.01559243009274,25.828911274206106
